full_text,user_id,user_name,user_location
Australia's shock election results are drawing comparisons to Trump's 2016 win https://t.co/lvo5Gz23lk via @businessinsider,236937971,Douglas Edward,"Milwaukee, Wi."
An appalling election result here in Australia. We are on a slippery slope to Dystopia. I despair.  I truly despair. #scomo #liberalparty #Liberals,227077643,Kat Rina,
Former Australian Prime Minister Bob Hawke from the Labor Party died a few days before Australia's federal election. Did the electorate vote for Labor based on sympathy for his passing or did another outcome ensue? https://t.co/jjKgGGTkRV,49636435,Gaby,The South
"The Far-Left Lost an ""Unlosable"" National Election in Australia Last Night and It's Glorious https://t.co/krLR6zctTn",7.15E+17,Pete Mielke,"Hillsdale, MI"
"Does anyone believe in polls anymore?
Australia: tough on jihad Scott Morrison wins big in re-election, ""shocks"" media and pollsters https://t.co/ZXkRb6IDDG",2442746858,Act! for Canada,Canada
News Analysis: It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/lwR7zWghFU,19130934,TheRightBlue,Hawaii-Kohala Coast-Big Island
FreeRepublic:  Scott Morrison declares victory in tight Australia election https://t.co/EUjn4g4qel,272187450,CafeNetAmerica,
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/qIdgqcejOG,2991811355,_nyamogo,Nairobi Kenya
Australia Election Results: Prime Minister Scott Morrison Seizes a Stunning Win - The New York Times https://t.co/ALhwSU51L9,1.10E+18,ShawnOnPolitics,Ontario
"Australia lets the casuals (and megafans, I suppose) watching the primetime (non-5:00am) #eurovision replay ""vote"" unofficially with a like/dislike button on the @SBS website. Users can click as often as they like. 
Here's how that panned out: https://t.co/XMYmZYaUoZ",22859141,Ti 🎮 LIVE on Mixer ⚡,Birraranga/Melbourne
"ThinkProgress: ‘We have lost Australia for now,’ warns climate scientist in wake of election upset ThinkProgress: ‘We have lost Australia for now,’ warns climate scientist in wake of election upset.
https://t.co/J1tbrynCIq",533225272,Arline Abdalian,
Australia's Labor party weighs up future after shock defeat https://t.co/xjcSJsQXT5,15205668,Paul Tudor Owen,
Labor begins election defeat postmortem with internal blame game https://t.co/xcYDrUi0tb  @murpharoo,50498002,DashingClaire,#WeAreThePatriots
Liberal won the election and bts still didn’t release Aussie tour dates. I meant it when I said australia is doomed.,2306027389,izzy 🧸,yoongi’s crunchy squad 🥺
Australia votes 2019: Shock! Climate action bombs. Pollsters crash. Skeptics Win « JoNova https://t.co/5nGmQTTSiH via @JoanneNova,1.07E+18,Athol,
@CNNSotu @SenatorRomney @jaketapper @GovernorBullock @RepJayapal @Bakari_Sellers @MiaBLove @RickSantorum @GameOfThrones @CNN @cnni @SIRIUSXM @MittRomney @PramilaJayapal Cannot believe @SenatorRomney has no idea how @realDonaldTrump voters think Romney is ,261032908,Toni V,
Saturday Schadenfreude: Con Man Al Gore inserts himself into Australia's election — and Aussie voters run the other way https://t.co/hl0tcGRHAN,409424481,Ron R.,
"""It was billed as the climate change election, and the climate lost."" https://t.co/9svvkjMkzi",605686850,Siân Harris,"Bristol, UK"
In coal we trust: Australia's voters back PM Morrison's faith in... https://t.co/stDqthXsC3,9.22E+17,In Style Woman,
Another case of “don’t trust the polls” https://t.co/OVGgAkeDD0,15046674,Jason Broccardo,"Aurora, IL"
"#auspol #thedrum
This election shows

1. Rupert Murdoch still decides who the Govt in Australia will be from New York

2. If there are at least 4 RWNJ parties soaking up the protest vote 
on every ballot paper 
the #COALition will win every time

Bob Brown didn't matter that much",80712889,Allan Green,
https://t.co/EqNHyxlHZk but 23 may 2019 every single fascist will be remain in power ininfia,167110312,salim bodla,"Texas, USA"
SHOCKING Australia Election Results: Australia’s Conservative Party Seizes Stunning Win https://t.co/OPOXTIoDHd via @pamelageller,171541977,Hearsay&Hyberbole,United States
My final top 10 (can't vote for Australia) #SBSEurovision #Eurovision https://t.co/SgfqEyfynk,140822144,Phazzlevision Song Contest 🇮🇹🇳🇱🇳🇴,"Sydney, New South Wales"
"@sunlorrie Australians voted for less immigration, less government intervention in the economy, and against the costly climate change policies of the Left.

This trend is growing everywhere and will reach Canada in October! 
https://t.co/4iPk1LUrtc",2742532806,Daradol,"Ann Arbor, MI"
"“At the last election, 95% of Australians voted - a much higher proportion than the most recent US (55%) and UK… https://t.co/X8gGhB8Rw8",600078140,Health Tech Law,
"@NJ_2_FL @AndrewGillum @GovRonDeSantis Id say it was more of Britain, Australia and our own deep state officials meddling in our election then the Russians . These guys make the Russians look like saints",306316455,wendee mulroy,"Texas, USA"
"@AllanGraveur @rubyhamad You're not wrong, Allan. Yesterday was a total disaster.  My view though is that there will always be some people who vote out of selfishness, but there are enough decent people in Australia to make it possible for a progressive p",618679927,Tim,"Melbourne, Australia "
"Australia election: What the hell just happened? 
""..a question of how we build social movements and a union movement that  can fill the political vacuum – and, crucially, challenge racist (and  homo/transphobic and sexist) ‘solutions’.""

https://t.co/4yms7TM51Q https://t.co/Cz5UspBSmZ",7.00E+17,Hugh Friel,"Paisley, Scotland"
"One Nation and Clive Palmer’s United Australia Party gathered enough votes to help the Coalition retain power through their preferences. So if it wasn't for those two political parties, the LNP would not have won. https://t.co/IjYNbi1dvL",277974831,Richard Edwards ☕🇦🇺💰,"Laverton, Victoria"
Australian Election 2019: Here's The Good News For Left-Leaning Voters - Junkee https://t.co/1WYIwIbTth,7.02E+17,Johnny G. Santo,"New York,NY"
"@yanisvaroufakis Malaka.... Goodbye Greece...

Fuck Australia malaka ti esu eisai.... Ellinas eisai paliomalaka oxi ena koloaustrale... 

You won the election in Greece help tsipra fuck ur brothers and sisters and u worry about Australia. Prodoti",567538748,Sav Sfyrios,"Adelaide, Australia"
2019 Australia election: Scott Morrison celebrates 'miracle' win https://t.co/22fZrxumNG,255340030,Lorrie Goldstein,website:
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/ExmR2LlmqE,874650462,Jimmy Davis,Shreveport LA
"@podpeopledoom @JoelDTD I'm talking Australia wide and the next election, albo has nothing to do with this previous election so it doesn't matter. Ignore the youth vote at your own peril, like I said I no longer have a dog in that fight.",1.04E+18,🦁 Paddlepop Lion (Luke)🦁,"Byron Bay, New South Wales"
"'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment? https://t.co/asAnCjop9c",180111300,Primed Consulting,Sydney
Economic Fears Drove Australia's Surprise Election Result https://t.co/uYH62MErho,34503618,Manuco,Pensando donde ir
"Another one bites the dust...
'We have lost Australia for now,' warns climate scientist in wake of election upset
""The unexpected victory of conservatives in Australia’s election Saturday is bad news for the future of global climate action"" https://t.co/bhqeDViijM",1.03E+18,#ImpeachTheMFer,"Chicago, IL"
"@LukeKennard We just had an election here in Australia, everyone I know is in the hallway crying after hearing the results. You're welcome to join us.",1431743444,Allis Hamilton,On Dja Dja Wurrrung country 
"Guessing that Brexit wasn't a big thing in Aussie Tory thoughts. 

Australia's election shock shows how the Tories can seize victory

https://t.co/8np9ZGE9GV",50103355,Terence Park,Burnley
NEW on Wonkhe: Julie Hare sets out what the surprise election result means for higher education. https://t.co/nqp30eNQSn https://t.co/7GYxi4JT40,12219232,David Kernohan,"Dursley, England"
"Australia Election Results: Prime Minister Scott Morrison Seizes a Stunning Win - The NYTimes

“Don’t be afraid,” he told lawmakers, without mentioning that the coal had been shellacked to keep his hands from getting dirty. “Don’t be scared.” https://t.co/WVgAboZ4z2",753034668,💧Proud of Labor,Melbourne
"Schadenfreude alert:
 https://t.co/tIKrFgwhYx",4585855108,Glorious Tentacles,R'lyeh
@brianstelter @ForecasterEnten Polls Brian! Polls!! Really. Have a gander at the polls in Australia at the current/recent Federal elections that had the ‘Labour Party’ (left of centre) in an unlosable position. Exact words: “the unlosable election�,1.13E+18,Alfie,
It Was Supposed to Be Australia’s Climate Change Election. What Happened? - The New York Times https://t.co/cSF2OTxOSO,409424481,Ron R.,
#ElectionResults2019 👻So before I lay myself down to sleep. Have a heart Australia as even though our team lost. We have that wonderful knowledge that the country can vote and it’s all inclusive. That is our democracy at work.,400028495,LizaTully,Australia
Australia: Conservatives score surprise upset victory as voters reject Labor climate change and income inequality agenda - by @leginsurrection https://t.co/yTIafdwFZt,768369594,Tom Kattman,"Furry Falls, Catville"
It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/D07tYZm0Nr,1498285502,Mark Butler,Nova Scotia
"Federal election campaign ends as it started, with no clear sense of change - Australia Votes - Federal Election 2019 - Politics - ABC News (Australian Broadcasting Corporation) https://t.co/HkRFfPQu3P",1.08E+18,theladyadelaide,"Adelaide, South Australia"
"The resemblance to the American polls in 2016 is uncanny. I guess the press has become the propaganda machine for the left on a global scale

Australia election 2019 https://t.co/KNtZVc0FIC",487836563,John Romagnoli,"Boston, MA"
"@mosaique813 From the election results, it appears that Australia has rejected the extremes and moved toward the centre. Here in the U.S , we can only hope!!!",634646887,Phil C.,"Texas, USA"
"Anexo de frikismo climático extremo: dos análisis sobre los programas de los partidos australianos respecto al cambio climático)
-Climate Analytics: https://t.co/ceWgkDcKEA 
-The Guardian: https://t.co/4uRC5kGZ8u",7.56E+17,Héctor Tejero #PlanV - ✌️💚🍉,"Vallekas, Madrid"
"Australia es también uno de los países ricos más vulnerables al cambio climático, por lo que los niveles de concienciación han aumentando mucho últimamente. Tanto, que Estas elecciones habían sido llamadas “las elecciones del cambio climático”
https://t.co/hYHlQcosVW",7.56E+17,Héctor Tejero #PlanV - ✌️💚🍉,"Vallekas, Madrid"
@impakterdotcom @DCallejaEC @EU_ENV @MicheleBonanno_ Australia is so behind Europe and our election choice was for a party that doesn’t even have a climate policy or comprehension of the circular economy they are looking after the big end of town sigh  ,9.26E+17,Meyd.it,"Sydney, New South Wales"
"The Far-Left Lost an ""Unlosable"" National Election in Australia Last Night and It's Glorious https://t.co/82WlNi7lNV",19937107,dont put name on twi,
https://t.co/y2BXGPr2vv #climatechange,304588226,Climate Reality CAN,"Montreal, Canada"
All the polls had the Australian PM’s party losing...but the people prevailed. https://t.co/AveWyeyhs8,6294682,Mary Lou Powner,"Brick, NJ"
"Australia: tough on jihad Scott Morrison wins big in re-election, ""shocks"" media and pollsters https://t.co/DHnrISfPiI",567485772,Rexx Shelton,"Salisbury, NC"
Fear of change: Negative politics wins Australia election https://t.co/gG3EYRHV1F,991221307,Buletin Malaysia,Malaysia
Julie Hare sets out what the surprise election result means for higher education.  https://t.co/jH0kLBywu5 https://t.co/tUK2GgH2pN,488846823,Minto Felix,"London, England"
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/Y9jAVwpyeI,296514788,Katie #IAM,
Labor begins election defeat postmortem with internal blame game https://t.co/4PNpOhHrub,724310822,Serafeim Stasinos,"Athens, Greece."
". ”The unexpected victory of conservatives in Australia’s election Saturday is bad news for the future of global climate action, warn climate experts.” https://t.co/BrVnlk9AzO",42118048,Marina Stanley,"New York, New York"
Australian family guy emerges as new conservative hero after his shock election victory https://t.co/QfSNc5UyMN,118099082,michaelangelo,Depends on the day 
@kazturner @Darrenjca @Meshel_Laurie Can you explain exactly how the majority vote in Australia chose cruelty over kindness?,1.13E+18,theworldvsfreespeech,Australia
Australian family guy emerges as new conservative hero after his shock election victory https://t.co/CjrUvnkeTI,34713362,Bloomberg,New York and the World
"""Opinion polls in Australia had all pointed to a Labor victory. So strong was the expectation the government would fall that one betting agency even paid out bets on a Labor win days before the election.""
Trusting biased media polls again. Hilarious. https://t.co/S8wqp0HLb6",7.57E+17,Not_Convinced,"Milwaukee, WI"
Australia's conservative government on course for 'miracle'... https://t.co/ahTLsXx3DN,9.55E+17,palcau ioan,
Oh Australia...Why? https://t.co/DJoGwlYtXw,19769775,Anders Lorenzen,London
"@Drharro I'm not fully sold on Vote 1 Labor... I'm going to put other microparties ahead, to make the point to you that I like their policies &amp; you might consider adopting some of them in the future. For example: Sustainable Australia. But yeah, my vo",72712807,Helen Jacobsen #anotheraussie #notabot,Wisconsin
"Australia: tough on jihad Scott Morrison wins big in re-election, “shocks” media and pollsters https://t.co/46rv237dtB",7.19E+17,ada taiber,
BBC News - 2019 Australia election: Morrison celebrates 'miracle' win https://t.co/Ecp14rr8ix,19212059,Julie Ann,"Greensboro, NC"
https://t.co/KhyjjOg0zt,187995023,joseph wysocki,United States
2019 Australia election: Morrison celebrates 'miracle' win https://t.co/9453w1MiLb,771242107,Mammadli Turkan,Azerbaijan
"@streiffredstate @novaculus The Labor Party and the Terrible, Horrible, No Good, Very Bad, Election.

Some elections are like that. Even in Australia.",318784083,Alaskan Groucho,"Anchorage, Alaska"
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/tx5falG1cM,724310822,Serafeim Stasinos,"Athens, Greece."
"‘We have lost Australia for now,’ warns climate scientist in wake of election upset https://t.co/LZMc9Z5r2c https://t.co/0sKuBuMYY1",55355654,ThinkProgress,"Washington, D.C."
@realhublife When I saw this I said the same. It’s like election night 2016 in America. Hopefully Australia gets a better handle on it from the get go. Give them an inch they’ll take a mile.,1.04E+18,✌️Alisa Allen✌️,Pensacola Beach FL
Australia's shock election results are drawing comparisons to Trump's 2016 win https://t.co/WKhPaIMvsS,3319378761,Learn English,Nottingham
"Australian General Election, 2019: voters per state or major territory

5.29m New South Wales
4.10m Victoria
3.36m Queensland
1.64m Western Australia
1.20m South Australia
0.38m Tasmania
0.29m Australian Capital Territory
0.13m Northern Territory

Source: BBC",555370896,Robert Kimbell #TimeForThePeople,United Kingdom
".@DebraCGracy 
The enthusiasm gap is gonna be his undoing
""I was struck Saturday by how many people walked out of Biden’s speech before it was even over — praying that their affable Uncle Joe had things under control, and that we don’t get fooled again.""
https://t.co/AjZyrX92RP",8.84E+17,Brink Ovlov,
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/61u6MJNHKv,296045141,primenews,
"'I've always believed in miracles', Australia's Christian PM heads to church after unexpected re-election https://t.co/eHucAdOhG1",82601567,Premier News,UK
"@iowahawkblog Unrelated - Australia ""Election 2019: How the polls got it so wrong in predicting a Labor victory""

""'The reason that it's hard to do good telephone polling is because the old White Pages..doesn't exist anymore...Not everybody has a landline",62540886,Andrew Wimsatt,Austin TX
"‘We have lost Australia for now,’ warns climate scientist in wake of election upset https://t.co/eOXQrx3KlI",19130934,TheRightBlue,Hawaii-Kohala Coast-Big Island
Conservative Scott Morrison MP focused on Australia first jobs in immigration wins the election defeats the left in Australia. #MAGA https://t.co/UHvTXYRlzp,1.13E+18,Genevieve ⚖️ USA Constitutional Republic,
"""Australia's unexpected election result is being compared to Brexit and the 2016 US election""  https://t.co/Qq35qEE2FC",1.09E+18,Harvey Myatt,"Halifax, Nova Scotia"
"@FoxFriendsFirst In the UK it was Brexit, in the US it was Trump, in Brazil, in Italy conservatives are telling the “woke,” the leftie loonies at the ballot box to go jump ...... on Saturday it was Australia’s turn .... Scott Morrison won the electi",1062729404,Young Ralph,
https://t.co/ojbTPMl5Od,93427552,Andre,Sydney
Australia's shock election results are drawing comparisons to Trump's 2016 win https://t.co/ZbCTLKFCrj via @businessinsider,3379407430,Paul Edward Wiersgalla,"Eau Claire, Wisconsin. USA"
"Australia Election Results: Prime Minister Scott Morrison Seizes a Stunning Win https://t.co/iwZV5nxqM3 By granting Mr. Morrison his first full term, Australians signaled their reluctance to bet on a new leader at a time when the economy has not suffere… https://t.co/56XVjII3hg",8.12E+17,Topnews,Pakistan
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/3WKzs9dyFK,438014765,Family Online Store,Worldwide
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/683ojkooCt,2462297426,tomcatdriver,
"Australia's Prime Minister Scott Morrison Scores Surprise Election Victory  - https://t.co/pmlW1x5E4T this is a clear message to ⁦@TheDemocrats⁩ be aware of the #Trump coalition of #evangelicals,#racists,#crooks and #billionaires. A message ⁦@JoeBiden⁩ ⁦",1375953740,David Ramirez,
"Australia's election shock shows how the Tories can seize victory

https://t.co/xetcoraxIW",7.19E+17,Pete Swonenine,"London, England"
the australian election absolutely sucks and australia is ruined and i'm killing myself goodbye everyone,8.87E+17,P2228687,Australia
"Australia's conservative coalition scores stunning political victory in general election, defies polls forecasting loss https://t.co/nYBMr0XCCz #FoxNews",1691499066,Mike F,"Evergreen, CO"
See the disaster of elections in #Australia? As a European it is your duty to go and vote for the only option to tackle the climate emergency! Vote @deineuropa @mera25_gr @reaccionayactua @LIVREpt @RazemInt @GenerationsMvt No excuses! https://t.co/zAHO6X5fXy,25014406,Renata Avila,🛫
"Australia: tough on jihad Scott Morrison wins big in re-election, “shocks” media and pollsters https://t.co/BM2aE1V0Ld
#SundayMorning #SundayThoughts #CNNSOTU #AMJoy #ThisWeek #NPR #cltv #tcot #tlot #maga #nyc #boston #chicago #milwaukee #detroit #baltimore #atlanta #miami #cbs",28156710,Truth Tweeter,Corrupt City of Chicago
"@AOC @JayInslee Australia’s Conservatives Win Election Victory. 🎈🎊
Conservatives campaigned on the economy. 💰
Liberals campaigned on climate change. 🌊
Another bigly defeat for the environmental wackos &amp; AOC.
Hopefully a harbinger of thin",8.55E+17,Merriweather Mordecai Brown III,
Australia's shock election results are drawing comparisons to Trump's 2016 win https://t.co/vRBGHmbNv1,737146178,PittsburghREIA,Pittsburgh - South West PA 
It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/oePRR0ftZq,2462297426,tomcatdriver,
"@LindaMcCorkle Bonjour there is your unroll: Thread by @McguireScotty: ""Australian election: AUSTRALIA JUST HAD A DONALD TRUMP ELECTION MOMENT Labour party, (Global Marxist) left in tears. The […]"" https://t.co/7ULcnPD8uV
Share this if you think it's in",8.96E+17,Thread Reader App,"Vancouver, British Columbia"
Live results for the 2019 Australian election: track the votes #auvotes19 #ausvotes https://t.co/i7oN87PFhj,232831452,クジラ@FX,Japan
https://t.co/Hq38zk9y0m,187995023,joseph wysocki,United States
PM Lee congratulates Scott Morrison on Australia election victory https://t.co/NY5TnBKIzi,2247999204,Singapore News,Singapore
"Australia: tough on jihad Scott Morrison wins big in re-election, ""shocks"" media and pollsters https://t.co/BJ8C1HCUpf",2347736202,Pog,
"Australia: tough on jihad Scott Morrison wins big in re-election, ""shocks"" media and pollsters https://t.co/JtPqjaiaES",8062702,Garry Jenkin,"Carrollton, TX"
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/jXBTticfzg,194627130,Daniel Béland,"Montréal, Québec"
"#OtraVezAndres Encuestadoras se equivocaron en cálculos electorales. #Australia 
@DatumPeru @GfKPeru @ipsosperu 
#SpectacularFailure
https://t.co/DngZjpP7bj",631380804,GLOBAL LINES,Germany
https://t.co/X9AM33MyS3,257777005,Lauren Rosewarne,"Melbourne, Australia"
"A conservative who was down in the polls, running on an economic message, wipes the floor with his scumbag leftist climate change opponent. Pollsters, corrupt liars?

Morrison Wins in Australian Election, Confounding Pollsters - The New York Times. https://t.co/UDQQEMTR2z",550395262,Michael A. Michelin,"Blue Ridge, GA 🇺🇸"
@ArnabGoswamiRtv My question to Congress leaders from Australia. Simply putting a Gandhi surname doesn’t mean that we have to accept that. Congress president is not elected   But selected and they are blaming Election Commission for fair polls.,312658581,hitesh,
Quiet Australians clearly don't give a fuck about climate change https://t.co/CtOGAXr29p,1344527664,Rory Clisby,Singapore
Australia’s Conservatives Win Surprise Election Victory! #GlobalWarming is #FakeNews!! Libs had to change the name to make it seem true — #ClimateChange happens 4 times every year!🥶☔️👙🎃 https://t.co/l3F8AKNhbi,16660348,MiddleNameMud_   नैं,"Westlake Hills, TX "
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/agRSYDjBW8,1.01E+18,OneNews4uu,"Punjab, Pakistan"
Scott Morrison thanks Australia for surprise election victory - https://t.co/dvZ16BN2qp - @washtimes,275068772,K4C,"Stittsville, Ontario, Canada"
Australia’s Conservatives Win Surprise Election Victory - WSJ......This is awesome. Climate change apparently isn’t a good platform to run on. Congratulations Australia.👏👏👏 https://t.co/7idul1l6zH,1.04E+18,✌️Alisa Allen✌️,Pensacola Beach FL
"With a 'miracle' election result, Scott Morrison has the mandate to do whatever he likes — so what will it be? - Australia Votes - Federal Election 2019 - Politics - ABC News (Australian Broadcasting Corporation) https://t.co/fa7kNY0gP6",54147542,mat_dunckley,"Melbourne, Australia"
@MartynLloydIles 'God Bless Australia'. Indeed as the election miracle came from Him. The evil lefties seduced by their  own power trip. Now we take full advantage in restoring our religious freedom and destroying the deceit and lies that beset this count,593775759,Tony Town,"Sydney, New South Wales"
"Part of David Ritter’s tweets in response to Australia’s election result. No matter who you voted for, we all have a responsibility to the climate crisis. Each &amp; everyone of us has to step up and lead the change we want to see on our planet.  #StrongerTogether #forthegreatergood https://t.co/iLvGGYfuiP",60885032,Michelle Crouch,
@Carroll_322 @PhyllisSutherl8 @EdKrassen @HarrisonArturus @realDonaldTrump @POTUS The polls are a fascinating thing - I think many on the #right refuse to express their actual feelings for fear of being branded a #Racist or #Sexist. That’s why there are,634202913,The Donkey,Citizen of World
"कैनबरा-ऑस्ट्रेलिया चुनाव , स्कॉट मॉरिसन ने की जीत की घोषणा - भारत कनेक्ट https://t.co/XgpGABYs7c",198111365,पुष्पेंद्र शेखर,"Lucknow, India"
"कैनबरा-ऑस्ट्रेलिया चुनाव , स्कॉट मॉरिसन ने की जीत की घोषणा https://t.co/nkKk5Kt2oj",3306744696,Bharat Connect,"Lucknow, India"
"Clive Palmer’s $60m election ad blitz appears to have failed to win a single seat | Clive Palmer | The Guardian - This crook knew he had no chance, just did it to keep the Liberals in power. Those who voted for him hang your heads in shame. #AUSVote2019  https://t.co/QOLZNw2Dye",1425645396,Big Birdie,Sydney
"#ScottMorrison  #Australia   #Trump 
https://t.co/da7lhO12RA",2654307757,Ray❌,Australia
"@Mamdouh_Hamza all those  leader was prime minister of Australia come together to support the new leader for Australian federal election 2019 .
I WISH ONE DAY I SEE MY COUNTRY LIKE THAT . https://t.co/i0ZKHoTH9f",620048675,Magdy,
Australia’s conservative party retains power in shocking election result | Vox https://t.co/iONufAaQKr https://t.co/ClbCXNS3b0,8.78E+17,The Moderated Media,United States
Scott Morrison: How Australia’s PM built a ‘miracle’ election win https://t.co/3NMtDHopJQ https://t.co/BGKRQSEtsu,27808402,kellyman,"Reading, England"
Scott Morrison: How Australia’s PM built a ‘miracle’ election win https://t.co/4uiSxYhs80 https://t.co/plDBapxNJ3,8.32E+17,GOB Radio and News Portal,"Reading, England"
Scott Morrison: How Australia’s PM built a ‘miracle’ election win https://t.co/YhGZ7h3WX1 https://t.co/FlMIrz8k9n,8.32E+17,GOB TV and Radio,"Reading, England"
"Clive Palmer's $60m election ad blitz appears to have failed to win a single seat https://t.co/9RN2p2iOuy by @benSmee @GuardianAus 

@CliveFPalmer @UnitedAusParty https://t.co/v9QV0NhTrS",15322814,💧Aushiker,"Walyalup land, WA"
Australia’s #climatechange Election. What Happened? https://t.co/SmyEUUsv33 - the commentary ignores that the intense propaganda campaign by coal interests &amp; far-right groups undermined democracy &amp; cheated Australia 🇦🇺 - we will not let that happen in Canada 🇨🇦- #cdnpoli,904408999,Gerald Kutney,"Ottawa, Ontario"
"Hi friends and followers!
Have fun to everyone who can watch The Voice Australia!

If anyone could put some #TeamGeorge vote from me, 
it would be nice! Thank you! :)x",9.00E+17,🇫🇷🌟Christine🌟🇬🇧,
"The Far-Left Lost an ""Unlosable"" National Election in Australia Last Night and It's Glorious https://t.co/k3j4wJUhr9",574558983,John  D Richards,USA
"Guys, wag magpakampante. May regional votes yung iba, si Ashley lang wala dahil taga-australia siya. BB ASHLEY and send to 2366.wag isiping save na si Ashley. Vote lang ng vote. Thanks.. #PBB8GoldSquad",3297483253,ronnie mendoza,
"@McguireScotty @KimberlyMrsR1 In #Australia they had a choice between the Leftist lunatic Labor Party (Dems) and the CORRUPT Liberal Party (Rep). They had no ""#Trump"" choice. The Liberals won, but they are the ones involved in meddling with the U.S. 2016 ",478261822,Hang Dem Traitors 🇺🇸Fortiorum Fortia Facta,"South of North, West of East"
"Australian betting company pays out for wrong result Australia's Sportsbet handed out A$1m to those betting on a Labor win, two days before the vote.

from BBC News - World https://t.co/Zwcb4LJKyb",1.12E+18,Philfut J. III,"Indiana, USA"
#ScottMorrison thanks Australia for surprise election victory: ‘I’ve always believed in miracles’ https://t.co/tyMY7uQb4o https://t.co/7KAlc4xf9U,14662354,The Washington Times,"Washington, D.C."
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/t9Q0Efyk5p,8.51E+17,くろ٩(╹⌓╹ )۶',日本
AUSTRALIA Bad Day for Leftists / AUSTRIA New Election / UK Replacing T May https://t.co/NXdX8cs1Ft via @YouTube,100497525,AHappyWorldComing ❤️🌎🌍🌏🌐💞,group tour on earth 
"@beneltham @ItsBouquet Hear hear! Spend a day or two being annoyed with the voters of Australia, then get off the couch and do something proactive to change the depressing status quo. It can be done. The election was disappointing but labor r in a very wi",7.37E+17,Ian Daw,"Pemberton, Western Australia"
"Australian election: The expert who predicted Trump, Brexit - and Scott Morrison https://t.co/Xz8YZ0RIkg",28690225,💧#StopGreed,Sydney
"Australian Conservatives Set for Surprise Election Win, Left Admits Defeat https://t.co/bXm31i5mRW via @BreitbartNews",8.23E+17,Charles,New York State
"@RealMarkLatham @gildswirth This would be a good thing, like letting a Kiwi trans-wierdo sack Australia's best rugby player right before the world cup (and federal election) simply for quoting the Bible. The electorate has had enough 🇦🇺",1.06E+18,Onerous Nous,Swamps & ponds
Labor needs a complete root and branch review of what was a shocking campaign - being allowed to be suckered into being caricatured on tax... https://t.co/ETucvkbqJ8,18118732,goremau123,New England NSW Australia
PM Lee congratulates Scott Morrison on Australia election victory https://t.co/jWCe4t6K0r https://t.co/AtdT6lxhgg,38400130,CNA,Singapore
Well done @kmillerheidke you done us proud in Brisbane and Australia despite the devastating election result here. https://t.co/9rLmCS9pBu,8.38E+17,Kate Dennehy,
"@SkyNewsAust You're nothing but a protest vote with no meaningful policies. Australia spoke, maybe you should listen https://t.co/T33dA5ltsq",7.47E+17,Hans Oferbach 🇦🇺 🇩🇪 🇮🇹,"Central Coast, New South Wales"
"Kerryn Phelps has seemingly lost her seat as postal votes and pre-polls swing the vote back in Sharma's favour. This essentially ensures the Coalition will have a majority government. #auspol 
#ausvotes #Australia",1.12E+18,💧PoliticsBuff,"Adelaide, South Australia"
Economic Fears Drove Australia’s Surprise Election Result https://t.co/BewMi20a8C,1167764029,Eugene Peterson,
@sunveervirk this is so FUCKING accurate! I live in Australia and there are Punjabi immigrants here who voted conservative in yesterday's federal election. I feel like they're really doing everything they can to be accepted by their conservative buddies a,9.54E+17,m,
Scott Morrison: How Australia's PM built a 'miracle' election win https://t.co/IznN3EkGCA,8.36E+17,Ehsanul Hoque Shakil,"Chittagong, Bangladesh"
Australia election: Morrison claims victory in 'miracle' upset https://t.co/xy7CmOV0mc,1.08E+18,Ed K,"Maryland, USA"
"🚨🚨🚨🚨🚨🚨🚨🚨
‘Complete shock’: Australia’s prime minister holds onto power, defying election predictions https://t.co/PBptqcNi01",3371900770,Lisa ‘Mockingjay’ Newens,"Montréal, Québec"
"I said this as polls opened on Saturday plus:
1/ Australia is an island continent larger than the whole EU;  
2/ Australia's 'Washminster' system serves the whole nation
2/ you cannot win 76+ House seats in a national election by pushing an agenda for inner Sydney/Melbourne. https://t.co/T2pPevY0R3",499696436,Gray Connolly,"Sydney, Australia"
"NYT on warmist losses in Australia: ""Left-leaning candidates elsewhere, like Prime Minister Justin Trudeau of Canada, may learn to avoid making climate a campaign issue"" #ClimateBrawl https://t.co/Yt8nMurbQ6",18080108,Tom Nelson,
Good morning in Australia!!! THEY CALLED IT A GLOBAL WARMING ELECTION. IT WAS. THEY LOST https://t.co/xJhvBmNy8B @realDonaldTrump,8.00E+17,spaceweathermonkey,"Holly, MI"
"‘We have lost Australia for now,’ warns climate scientist in wake of election upset https://t.co/kvumihz0Lr",17500142,Andrew Farrell,"Crows Nest, Sydney Australia"
